symbol,start_date,end_date
RHIM,2022-10-09,2099-12-31
RITES,2019-02-01,2099-12-31
RKFORGE,2010-01-01,2022-10-09
RKFORGE,2025-06-16,2099-12-31
RNAM,2010-01-01,2022-10-09
RNAVAL,2010-01-01,2022-10-09
ROSSARI,2022-10-09,2025-06-16
ROUTE,2022-10-09,2026-05-28
RPOWER,2010-01-01,2022-10-09
RPOWER,2025-06-16,2025-08-15
RPOWER,2026-05-28,2099-12-31
RRKABEL,2025-06-16,2099-12-31
RTNINDIA,2022-10-09,2026-05-28
RUPA,2010-01-01,2022-10-09
RVNL,2022-10-09,2099-12-31
SADBHAV,2010-01-01,2022-10-09
SADBHIN,2010-01-01,2022-10-09
SAFARI,2024-02-07,2025-06-16
SAGILITY,2025-06-16,2099-12-31
SAIL,2010-01-01,2099-12-31
SAILIFE,2025-06-16,2099-12-31
SAMMAANCAP,2025-06-16,2099-12-31
SANOFI,2010-01-01,2025-06-16
SAPPHIRE,2022-10-09,2099-12-31
SARDAEN,2025-06-16,2099-12-31
SAREGAMA,2022-10-09,2099-12-31
SBFC,2025-06-16,2099-12-31
SBICARD,2022-10-09,2099-12-31
SBILIFE,2010-01-01,2099-12-31
SBIN,2010-01-01,2099-12-31
SCHAEFFLER,2010-01-01,2099-12-31
SCHNEIDER,2025-06-16,2025-08-15
SCHNEIDER,2026-05-28,2099-12-31
SCI,2010-01-01,2024-02-07
SCI,2025-06-16,2099-12-31
SFL,2019-02-01,2025-06-16
SHANKARA,2010-01-01,2022-10-09
SHARDACROP,2022-10-09,2025-06-16
SHILPAMED,2010-01-01,2024-02-07
SHK,2010-01-01,2022-10-09
SHOPERSTOP,2010-01-01,2025-06-16
SHREECEM,2010-01-01,2099-12-31
SHRIRAMCIT,2010-01-01,2022-10-09
SHRIRAMFIN,2024-02-07,2099-12-31
SHYAMMETL,2022-10-09,2099-12-31
SIEMENS,2010-01-01,2099-12-31
SIGNATURE,2025-06-16,2099-12-31
SIS,2010-01-01,2024-02-07
SJVN,2010-01-01,2099-12-31
SKFINDIA,2010-01-01,2026-05-28
SOBHA,2010-01-01,2099-12-31
SOLARINDS,2010-01-01,2099-12-31
SONACOMS,2022-10-09,2099-12-31
SONATSOFTW,2010-01-01,2099-12-31
SOUTHBANK,2010-01-01,2022-10-09
SPARC,2010-01-01,2024-02-07
SPLPETRO,2026-05-28,2099-12-31
SPTL,2010-01-01,2022-10-09
SREINFRA,2010-01-01,2022-10-09
SRF,2010-01-01,2099-12-31
SRTRANSFIN,2010-01-01,2024-02-07
STAR,2010-01-01,2022-10-09
STARCEMENT,2010-01-01,2022-10-09
STARHEALTH,2022-10-09,2099-12-31
STLTECH,2022-10-09,2025-06-16
STRTECH,2010-01-01,2022-10-09
SUDARSCHEM,2010-01-01,2024-02-07
SUMICHEM,2022-10-09,2099-12-31
SUNDARMFIN,2010-01-01,2099-12-31
SUNDRMFAST,2010-01-01,2026-05-28
SUNPHARMA,2010-01-01,2099-12-31
SUNTECK,2010-01-01,2025-06-16
SUNTV,2010-01-01,2099-12-31
SUPRAJIT,2022-10-09,2025-06-16
SUPREMEIND,2010-01-01,2099-12-31
SUVEN,2010-01-01,2022-10-09
SUVENPHAR,2022-10-09,2025-06-16
SUZLON,2010-01-01,2099-12-31
SWANCORP,2026-05-28,2099-12-31
SWANENERGY,2010-01-01,2026-05-28
SWIGGY,2025-06-16,2099-12-31
SWSOLAR,2022-10-09,2026-05-28
SYMPHONY,2010-01-01,2025-06-16
SYNDIBANK,2010-01-01,2022-10-09
SYNGENE,2010-01-01,2099-12-31
SYRMA,2024-02-07,2099-12-31
TAKE,2010-01-01,2022-10-09
TANLA,2022-10-09,2026-05-28
TARIL,2025-06-16,2099-12-31
TATACAP,2026-05-28,2099-12-31
TATACHEM,2010-01-01,2099-12-31
TATACOFFEE,2010-01-01,2024-02-07
TATACOMM,2022-10-09,2099-12-31
TATACONSUM,2022-10-09,2099-12-31
TATAELXSI,2010-01-01,2099-12-31
TATAGLOBAL,2010-01-01,2022-10-09
TATAINVEST,2010-01-01,2099-12-31
TATAMOTORS,2010-01-01,2026-05-28
TATAMTRDVR,2010-01-01,2025-06-16
TATAPOWER,2010-01-01,2099-12-31
TATASPONGE,2010-01-01,2022-10-09
TATASTEEL,2010-01-01,2099-12-31
TATATECH,2025-06-16,2099-12-31
TBOTEK,2025-06-16,2099-12-31
TCI,2022-10-09,2024-02-07
TCIEXP,2022-10-09,2024-02-07
TCNSBRANDS,2022-10-09,2024-02-07
TCS,2010-01-01,2099-12-31
TEAMLEASE,2010-01-01,2025-06-16
TECHM,2010-01-01,2099-12-31
TECHNOE,2025-06-16,2099-12-31
TEGA,2026-05-28,2099-12-31
TEJASNET,2022-10-09,2099-12-31
TENNIND,2026-05-28,2099-12-31
TEXRAIL,2010-01-01,2022-10-09
THELEELA,2026-05-28,2099-12-31
THERMAX,2010-01-01,2099-12-31
THOMASCOOK,2010-01-01,2022-10-09
THYROCARE,2010-01-01,2024-02-07
TIFIN,2010-01-01,2022-10-09
TIINDIA,2010-01-01,2099-12-31
TIMETECHNO,2010-01-01,2022-10-09
TIMKEN,2010-01-01,2099-12-31
TITAGARH,2025-06-16,2099-12-31
TITAN,2010-01-01,2099-12-31
TMCV,2026-05-28,2099-12-31
TMPV,2026-05-28,2099-12-31
TNPL,2010-01-01,2022-10-09
TORNTPHARM,2010-01-01,2099-12-31
TORNTPOWER,2010-01-01,2099-12-31
TRAVELFOOD,2026-05-28,2099-12-31
TRENT,2010-01-01,2099-12-31
TRIDENT,2010-01-01,2099-12-31
TRITURBINE,2022-10-09,2099-12-31
TRIVENI,2022-10-09,2026-05-28
TTKPRESTIG,2010-01-01,2025-06-16
TTML,2024-02-07,2025-08-15
TTML,2026-05-28,2099-12-31
TV18BRDCST,2010-01-01,2024-02-07
TVSMOTOR,2010-01-01,2099-12-31
TVSSRICHAK,2010-01-01,2022-10-09
TVTODAY,2010-01-01,2022-10-09
UBL,2010-01-01,2099-12-31
UCOBANK,2010-01-01,2022-10-09
UCOBANK,2024-02-07,2099-12-31
UFLEX,2010-01-01,2024-02-07
UJJIVAN,2010-01-01,2022-10-09
UJJIVANSFB,2024-02-07,2025-06-16
ULTRACEMCO,2010-01-01,2099-12-31
UNICHEMLAB,2010-01-01,2022-10-09
UNIONBANK,2010-01-01,2099-12-31
UNITDSPR,2025-06-16,2099-12-31
UNOMINDA,2022-10-09,2099-12-31
UPL,2010-01-01,2099-12-31
URBANCO,2026-05-28,2099-12-31
USHAMART,2024-02-07,2099-12-31
UTIAMC,2022-10-09,2099-12-31
VAIBHAVGBL,2022-10-09,2025-06-16
VAKRANGEE,2010-01-01,2022-10-09
VARROC,2019-02-01,2025-06-16
VBL,2010-01-01,2099-12-31
VEDL,2010-01-01,2099-12-31
VENKEYS,2010-01-01,2022-10-09
VGUARD,2010-01-01,2026-05-28
VIJAYA,2022-10-09,2099-12-31
VIJAYABANK,2010-01-01,2019-02-01
VINATIORGA,2010-01-01,2025-06-16
VIPIND,2010-01-01,2025-06-16
VMART,2010-01-01,2025-06-16
VMM,2025-06-16,2099-12-31
VOLTAS,2010-01-01,2099-12-31
VRLLOG,2010-01-01,2022-10-09
VTL,2010-01-01,2099-12-31
WAAREEENER,2025-06-16,2099-12-31
WABAG,2010-01-01,2022-10-09
WABCOINDIA,2010-01-01,2022-10-09
WELCORP,2010-01-01,2099-12-31
WELSPUNIND,2010-01-01,2024-02-07
WELSPUNLIV,2024-02-07,2099-12-31
WESTLIFE,2022-10-09,2026-05-28
WHIRLPOOL,2010-01-01,2099-12-31
WIPRO,2010-01-01,2099-12-31
WOCKPHARMA,2010-01-01,2024-02-07
WOCKPHARMA,2025-06-16,2099-12-31
YESBANK,2010-01-01,2099-12-31
ZEEL,2010-01-01,2099-12-31
ZENSARTECH,2010-01-01,2099-12-31
ZENTEC,2025-06-16,2099-12-31
ZFCVINDIA,2022-10-09,2099-12-31
ZOMATO,2022-10-09,2025-06-16
ZYDUSLIFE,2022-10-09,2099-12-31
ZYDUSWELL,2010-01-01,2025-06-16
ZYDUSWELL,2026-05-28,2099-12-31
